EmployeeId,ReviewDate,PerformanceRating
1273,4/10/2015,3
1273,4/11/2016,3
1273,4/11/2017,3
1273,4/11/2018,4
1273,4/11/2019,4
1274,1/26/2016,4
1274,1/25/2017,4
1274,1/25/2018,4
1274,1/25/2019,3
1275,7/2/2014,4
1275,7/2/2015,4
1275,7/1/2016,3
1275,7/3/2017,3
1275,7/3/2018,2
1275,7/3/2019,3
1276,1/30/2017,3
1276,1/30/2018,4
1276,1/30/2019,3
1277,5/24/2017,4
1277,5/24/2018,3
1277,5/24/2019,1
1278,5/15/2018,4
1278,5/15/2019,4
1279,8/13/2013,3
1279,8/13/2014,2
1279,8/13/2015,2
1279,8/12/2016,2
1279,8/14/2017,2
1279,8/14/2018,2
1279,8/14/2019,4
1280,6/30/2014,3
1280,6/30/2015,3
1280,6/29/2016,5
1280,6/29/2017,4
1280,6/29/2018,2
1280,7/1/2019,4
1281,1/31/2011,3
1281,1/31/2012,2
1281,1/30/2013,3
1281,1/30/2014,2
1281,1/30/2015,2
1281,2/1/2016,2
1281,1/31/2017,5
1281,1/31/2018,4
1281,1/31/2019,4
1282,8/24/2015,3
1282,8/23/2016,3
1282,8/23/2017,2
1282,8/23/2018,5
1282,8/23/2019,3
1283,9/15/2014,3
1283,9/15/2015,3
1283,9/14/2016,4
1283,9/14/2017,3
1283,9/14/2018,3
1283,9/16/2019,3
1284,6/9/2017,3
1284,6/11/2018,3
1284,6/11/2019,2
1285,10/3/2019,3
1286,9/20/2012,5
1286,9/20/2013,3
1286,9/22/2014,4
1286,9/22/2015,4
1286,9/21/2016,3
1286,9/21/2017,4
1286,9/21/2018,4
1287,4/28/2017,4
1287,4/30/2018,5
1287,4/30/2019,3
1288,6/3/2016,4
1288,6/5/2017,2
1288,6/5/2018,3
1288,6/5/2019,4
1289,4/29/2016,3
1289,5/1/2017,3
1289,5/1/2018,3
1289,5/1/2019,5
1291,1/16/2018,2
1291,1/16/2019,4
1292,8/26/1996,4
1292,8/26/1997,4
1292,8/26/1998,3
1292,8/26/1999,4
1292,8/25/2000,3
1292,8/27/2001,2
1292,8/27/2002,4
1292,8/27/2003,3
1292,8/26/2004,2
1292,8/26/2005,3
1292,8/28/2006,4
1292,8/28/2007,3
1292,8/27/2008,4
1292,8/27/2009,3
1292,8/27/2010,3
1292,8/29/2011,4
1292,8/28/2012,4
1292,8/28/2013,4
1292,8/28/2014,4
1292,8/28/2015,2
1292,8/29/2016,3
1292,8/29/2017,4
1292,8/29/2018,4
1293,5/15/2018,3
1293,5/15/2019,4
1294,11/19/2012,5
1294,11/19/2013,4
1294,11/19/2014,3
1294,11/19/2015,3
1294,11/18/2016,5
1294,11/20/2017,3
1294,11/20/2018,4
1295,7/30/2012,3
1295,7/30/2013,3
1295,7/30/2014,3
1295,7/30/2015,3
1295,7/29/2016,4
1295,7/31/2017,3
1295,7/31/2018,2
1295,7/31/2019,3
1296,10/5/2015,3
1296,10/4/2016,4
1296,10/4/2017,3
1296,10/4/2018,3
1296,10/4/2019,2
1297,8/27/2018,4
1297,8/27/2019,5
1298,8/10/2017,2
1298,8/10/2018,4
1298,8/12/2019,4
1299,11/1/2017,3
1299,11/1/2018,3
1299,11/1/2019,3
1301,12/9/2013,3
1301,12/9/2014,4
1301,12/9/2015,3
1301,12/8/2016,2
1301,12/8/2017,4
1301,12/10/2018,3
1301,12/10/2019,3
1302,8/18/2016,4
1302,8/18/2017,3
1302,8/20/2018,2
1302,8/20/2019,3
1303,11/15/2010,3
1303,11/15/2011,3
1303,11/14/2012,3
1303,11/14/2013,2
1303,11/14/2014,4
1303,11/16/2015,4
1303,11/15/2016,5
1303,11/15/2017,4
1303,11/15/2018,3
1303,11/15/2019,4
1304,9/24/2015,3
1304,9/23/2016,3
1304,9/25/2017,5
1304,9/25/2018,4
1304,9/25/2019,4
1307,2/2/2017,4
1307,2/2/2018,4
1307,2/4/2019,3
1309,8/14/2017,3
1309,8/14/2018,3
1309,8/14/2019,2
1310,10/5/2015,4
1310,10/4/2016,2
1310,10/4/2017,3
1310,10/4/2018,1
1310,10/4/2019,3
1311,2/13/2017,4
1311,2/13/2018,4
1311,2/13/2019,2
1312,9/26/2011,3
1312,9/25/2012,5
1312,9/25/2013,3
1312,9/25/2014,3
1312,9/25/2015,4
1312,9/26/2016,4
1312,9/26/2017,2
1312,9/26/2018,3
1312,9/26/2019,4
1313,10/24/2017,3
1313,10/24/2018,3
1313,10/24/2019,5
1316,8/20/2018,3
1316,8/20/2019,5
1317,1/22/2015,4
1317,1/22/2016,5
1317,1/23/2017,4
1317,1/23/2018,3
1317,1/23/2019,2
1318,10/1/2019,2
1319,8/17/2016,4
1319,8/17/2017,3
1319,8/17/2018,3
1319,8/19/2019,4
1320,10/29/2012,3
1320,10/29/2013,4
1320,10/29/2014,4
1320,10/29/2015,4
1320,10/28/2016,3
1320,10/30/2017,4
1320,10/30/2018,4
1320,10/30/2019,4
1321,11/14/2016,3
1321,11/14/2017,4
1321,11/14/2018,3
1321,11/14/2019,4
1322,12/12/2016,3
1322,12/12/2017,3
1322,12/12/2018,3
1322,12/12/2019,3
1323,10/27/2014,5
1323,10/27/2015,1
1323,10/26/2016,3
1323,10/26/2017,3
1323,10/26/2018,4
1324,8/27/2014,3
1324,8/27/2015,2
1324,8/26/2016,3
1324,8/28/2017,4
1324,8/28/2018,5
1324,8/28/2019,4
1325,10/20/2017,3
1325,10/22/2018,3
1325,10/22/2019,4
1326,2/12/2018,4
1326,2/12/2019,3
1327,1/30/2009,2
1327,2/1/2010,3
1327,2/1/2011,3
1327,2/1/2012,3
1327,1/31/2013,3
1327,1/31/2014,3
1327,2/2/2015,2
1327,2/2/2016,1
1327,2/1/2017,2
1327,2/1/2018,2
1327,2/1/2019,4
1328,7/13/2015,2
1328,7/12/2016,3
1328,7/12/2017,3
1328,7/12/2018,3
1328,7/12/2019,4
1330,2/8/2010,3
1330,2/8/2011,2
1330,2/8/2012,3
1330,2/7/2013,3
1330,2/7/2014,5
1330,2/9/2015,3
1330,2/9/2016,4
1330,2/8/2017,3
1330,2/8/2018,2
1330,2/8/2019,4
1331,7/4/2016,3
1331,7/4/2017,3
1331,7/4/2018,3
1331,7/4/2019,3
1332,5/16/2011,3
1332,5/15/2012,2
1332,5/15/2013,4
1332,5/15/2014,2
1332,5/15/2015,2
1332,5/16/2016,3
1332,5/16/2017,4
1332,5/16/2018,5
1332,5/16/2019,3
1333,6/30/2014,2
1333,6/30/2015,3
1333,6/29/2016,4
1333,6/29/2017,3
1333,6/29/2018,4
1334,7/12/2017,4
1334,7/12/2018,4
1334,7/12/2019,3
1335,12/25/2017,3
1335,12/25/2018,5
1335,12/25/2019,3
1337,4/11/2016,3
1337,4/11/2017,4
1337,4/11/2018,3
1337,4/11/2019,5
1338,5/3/2006,5
1338,5/3/2007,3
1338,5/2/2008,4
1338,5/4/2009,4
1338,5/4/2010,2
1338,5/4/2011,3
1338,5/3/2012,2
1338,5/3/2013,2
1338,5/5/2014,3
1338,5/5/2015,2
1338,5/4/2016,3
1338,5/4/2017,4
1338,5/4/2018,3
1338,5/6/2019,3
1339,9/27/2017,3
1339,9/27/2018,3
1339,9/27/2019,2
1340,9/19/2016,5
1340,9/19/2017,3
1340,9/19/2018,1
1340,9/19/2019,5
1341,9/2/2019,3
1343,4/10/2017,3
1343,4/10/2018,4
1343,4/10/2019,4
1344,4/17/2018,2
1344,4/17/2019,3
1345,6/18/2012,3
1345,6/18/2013,3
1345,6/18/2014,2
1345,6/18/2015,3
1345,6/17/2016,3
1345,6/19/2017,4
1345,6/19/2018,4
1346,1/16/2019,2
1347,3/19/2018,5
1347,3/19/2019,3
1348,4/17/2015,5
1348,4/18/2016,5
1348,4/18/2017,4
1348,4/18/2018,3
1348,4/18/2019,3
1349,5/2/2016,4
1349,5/2/2017,5
1349,5/2/2018,3
1349,5/2/2019,4
1350,6/4/2014,3
1350,6/4/2015,4
1350,6/3/2016,3
1350,6/5/2017,3
1350,6/5/2018,3
1350,6/5/2019,3
1351,5/14/2018,3
1351,5/14/2019,5
1352,12/18/2018,2
1352,12/18/2019,4
1354,4/17/2017,4
1354,4/17/2018,3
1354,4/17/2019,3
1355,4/25/2016,4
1355,4/25/2017,4
1355,4/25/2018,4
1355,4/25/2019,3
1356,3/7/2016,3
1356,3/7/2017,2
1356,3/7/2018,3
1356,3/7/2019,4
1358,7/26/2013,5
1358,7/28/2014,3
1358,7/28/2015,3
1358,7/27/2016,3
1358,7/27/2017,3
1358,7/27/2018,4
1359,11/23/2015,3
1359,11/22/2016,2
1359,11/22/2017,4
1359,11/22/2018,4
1359,11/22/2019,5
1361,6/6/2016,4
1361,6/6/2017,4
1361,6/6/2018,4
1361,6/6/2019,4
1362,2/12/2009,4
1362,2/12/2010,4
1362,2/14/2011,4
1362,2/14/2012,3
1362,2/13/2013,5
1362,2/13/2014,5
1362,2/13/2015,1
1362,2/15/2016,5
1362,2/14/2017,3
1362,2/14/2018,5
1362,2/14/2019,4
1364,5/1/2017,3
1364,5/1/2018,3
1364,5/1/2019,3
1365,4/13/2015,4
1365,4/12/2016,3
1365,4/12/2017,3
1365,4/12/2018,2
1365,4/12/2019,4
1366,12/7/2015,4
1366,12/6/2016,2
1366,12/6/2017,4
1366,12/6/2018,4
1366,12/6/2019,2
1367,9/26/2011,4
1367,9/25/2012,3
1367,9/25/2013,4
1367,9/25/2014,3
1367,9/25/2015,4
1367,9/26/2016,3
1367,9/26/2017,2
1367,9/26/2018,4
1367,9/26/2019,4
1369,9/26/2014,3
1369,9/28/2015,2
1369,9/27/2016,4
1369,9/27/2017,3
1369,9/27/2018,4
1369,9/27/2019,3
1370,12/28/2015,3
1370,12/27/2016,4
1370,12/27/2017,3
1370,12/27/2018,2
1370,12/27/2019,3
1371,5/16/2019,5
1373,3/15/2016,5
1373,3/15/2017,3
1373,3/15/2018,4
1373,3/15/2019,1
1376,3/25/1997,5
1376,3/25/1998,4
1376,3/25/1999,3
1376,3/24/2000,3
1376,3/26/2001,4
1376,3/26/2002,4
1376,3/26/2003,3
1376,3/25/2004,3
1376,3/25/2005,4
1376,3/27/2006,3
1376,3/27/2007,4
1376,3/26/2008,5
1376,3/26/2009,2
1376,3/26/2010,3
1376,3/28/2011,2
1376,3/27/2012,4
1376,3/27/2013,4
1376,3/27/2014,3
1376,3/27/2015,4
1376,3/28/2016,3
1376,3/28/2017,2
1376,3/28/2018,4
1376,3/28/2019,2
1377,4/11/2016,2
1377,4/11/2017,2
1377,4/11/2018,4
1377,4/11/2019,4
1378,8/12/2014,4
1378,8/12/2015,3
1378,8/11/2016,4
1378,8/11/2017,4
1378,8/13/2018,4
1378,8/13/2019,3
1379,8/13/2018,3
1379,8/13/2019,4
1380,6/25/2018,3
1380,6/25/2019,3
1381,9/21/2015,2
1381,9/20/2016,4
1381,9/20/2017,4
1381,9/20/2018,3
1382,8/3/2015,3
1382,8/2/2016,3
1382,8/2/2017,3
1382,8/2/2018,3
1382,8/2/2019,3
1383,1/9/2012,5
1383,1/8/2013,3
1383,1/8/2014,2
1383,1/8/2015,4
1383,1/8/2016,3
1383,1/9/2017,4
1383,1/9/2018,4
1383,1/9/2019,3
1385,10/10/2018,3
1385,10/10/2019,3
1386,7/15/2019,3
1387,6/2/2014,3
1387,6/2/2015,3
1387,6/1/2016,4
1387,6/1/2017,3
1387,6/1/2018,4
1387,6/3/2019,4
1388,8/15/2018,3
1388,8/15/2019,4
1389,8/15/2016,4
1389,8/15/2017,3
1389,8/15/2018,4
1389,8/15/2019,4
1390,7/6/2015,4
1390,7/5/2016,4
1390,7/5/2017,3
1390,7/5/2018,3
1392,1/15/2014,4
1392,1/15/2015,3
1392,1/15/2016,3
1392,1/16/2017,5
1392,1/16/2018,4
1392,1/16/2019,3
1393,6/27/2016,2
1393,6/27/2017,3
1393,6/27/2018,2
1393,6/27/2019,5
1395,6/29/2015,3
1395,6/28/2016,2
1395,6/28/2017,3
1395,6/28/2018,3
1395,6/28/2019,3
1396,7/31/2015,2
1396,8/1/2016,2
1396,8/1/2017,4
1396,8/1/2018,2
1396,8/1/2019,2
1397,3/18/2016,3
1397,3/20/2017,4
1397,3/20/2018,3
1397,3/20/2019,4
1398,3/12/2018,2
1398,3/12/2019,5
1399,2/7/2017,2
1399,2/7/2018,4
1399,2/7/2019,4
1400,12/18/2014,4
1400,12/18/2015,3
1400,12/19/2016,2
1400,12/19/2017,3
1400,12/19/2018,3
1400,12/19/2019,4
1402,5/7/2018,2
1405,8/16/2016,3
1405,8/16/2017,3
1405,8/16/2018,4
1406,9/3/2010,3
1406,9/5/2011,2
1406,9/4/2012,5
1406,9/4/2013,3
1406,9/4/2014,5
1406,9/4/2015,3
1406,9/5/2016,3
1406,9/5/2017,2
1406,9/5/2018,3
1407,6/5/2014,2
1407,6/5/2015,3
1407,6/6/2016,4
1407,6/6/2017,3
1407,6/6/2018,5
1407,6/6/2019,4
1408,5/17/2018,3
1408,5/17/2019,4
1409,12/26/2016,3
1409,12/26/2017,4
1409,12/26/2018,2
1410,3/4/2019,4
1412,12/18/2017,4
1412,12/18/2018,4
1412,12/18/2019,3
1413,11/24/2014,4
1413,11/24/2015,3
1413,11/23/2016,4
1413,11/23/2017,4
1413,11/23/2018,3
1413,11/25/2019,4
1414,5/20/2019,5
1416,5/23/2016,3
1416,5/23/2017,4
1416,5/23/2018,3
1416,5/23/2019,3
1417,2/29/2016,3
1417,2/28/2017,4
1417,2/28/2018,4
1417,2/28/2019,3
1420,6/25/2010,5
1420,6/27/2011,3
1420,6/26/2012,3
1420,6/26/2013,2
1420,6/26/2014,4
1420,6/26/2015,4
1420,6/27/2016,3
1420,6/27/2017,3
1420,6/27/2018,4
1420,6/27/2019,3
1421,7/3/2014,3
1421,7/3/2015,2
1421,7/4/2016,3
1421,7/4/2017,4
1421,7/4/2018,4
1421,7/4/2019,4
1422,5/26/2017,5
1422,5/28/2018,3
1422,5/28/2019,4
1423,3/23/2015,3
1423,3/22/2016,3
1423,3/22/2017,2
1423,3/22/2018,4
1423,3/22/2019,3
1424,2/12/2016,4
1424,2/13/2017,3
1424,2/13/2018,2
1424,2/13/2019,3
1425,4/13/2015,4
1425,4/12/2016,5
1425,4/12/2017,3
1425,4/12/2018,3
1425,4/12/2019,3
1426,5/14/2018,4
1426,5/14/2019,3
1427,11/27/2013,3
1427,11/27/2014,5
1427,11/27/2015,4
1427,11/28/2016,5
1427,11/28/2017,4
1427,11/28/2018,3
1427,11/28/2019,3
1428,10/8/2019,3
1429,7/10/2015,4
1429,7/11/2016,3
1429,7/11/2017,3
1429,7/11/2018,4
1429,7/11/2019,4
1430,7/14/2014,4
1430,7/14/2015,4
1430,7/13/2016,4
1430,7/13/2017,4
1430,7/13/2018,3
1430,7/15/2019,3
1431,5/24/2018,4
1431,5/24/2019,3
1433,8/7/2019,4
1435,2/26/2018,5
1435,2/26/2019,5
1436,5/10/2018,4
1436,5/10/2019,4
1437,1/3/2012,3
1437,1/2/2013,3
1437,1/2/2014,4
1437,1/2/2015,3
1437,1/4/2016,5
1437,1/3/2017,2
1437,1/3/2018,3
1437,1/3/2019,3
1438,4/1/2019,2
1439,5/14/2013,4
1439,5/14/2014,4
1439,5/14/2015,3
1439,5/13/2016,4
1439,5/15/2017,4
1439,5/15/2018,3
1439,5/15/2019,3
1441,3/24/2016,2
1441,3/24/2017,2
1441,3/26/2018,5
1441,3/26/2019,4
1442,12/15/2017,3
1442,12/17/2018,3
1442,12/17/2019,3
1443,9/7/2012,3
1443,9/9/2013,3
1443,9/9/2014,4
1443,9/9/2015,4
1443,9/8/2016,2
1443,9/8/2017,4
1443,9/10/2018,5
1443,9/10/2019,4
1444,5/23/2011,3
1444,5/22/2012,4
1444,5/22/2013,4
1444,5/22/2014,4
1444,5/22/2015,3
1444,5/23/2016,3
1444,5/23/2017,3
1444,5/23/2018,3
1444,5/23/2019,4
1445,1/9/2017,4
1445,1/9/2018,3
1445,1/9/2019,4
1446,4/14/2014,4
1446,4/14/2015,4
1446,4/13/2016,3
1446,4/13/2017,4
1446,4/13/2018,3
1446,4/15/2019,4
1447,8/5/2013,5
1447,8/5/2014,4
1447,8/5/2015,3
1447,8/4/2016,4
1447,8/4/2017,1
1447,8/6/2018,4
1447,8/6/2019,3
1448,7/17/2018,4
1448,7/17/2019,4
1450,2/21/2012,5
1450,2/20/2013,3
1450,2/20/2014,4
1450,2/20/2015,4
1450,2/22/2016,3
1450,2/21/2017,3
1450,2/21/2018,3
1450,2/21/2019,5
1451,8/28/2017,3
1451,8/28/2018,2
1452,3/2/2015,4
1452,3/1/2016,2
1452,3/1/2017,4
1452,3/1/2018,3
1452,3/1/2019,2
1453,10/12/2011,3
1453,10/11/2012,3
1453,10/11/2013,4
1453,10/13/2014,5
1453,10/13/2015,3
1453,10/12/2016,4
1453,10/12/2017,5
1453,10/12/2018,3
1453,10/14/2019,3
1454,4/27/2011,3
1454,4/26/2012,2
1454,4/26/2013,4
1454,4/28/2014,2
1454,4/28/2015,3
1454,4/27/2016,3
1454,4/27/2017,4
1454,4/27/2018,2
1455,4/1/2016,2
1455,4/3/2017,4
1455,4/3/2018,4
1456,4/8/2019,4
1457,7/15/2019,4
1458,3/31/2010,3
1458,3/31/2011,4
1458,3/30/2012,3
1458,4/1/2013,3
1458,4/1/2014,2
1458,4/1/2015,3
1458,3/31/2016,3
1458,3/31/2017,4
1458,4/2/2018,3
1458,4/2/2019,3
1460,5/1/2012,3
1460,5/1/2013,5
1460,5/1/2014,5
1460,5/1/2015,2
1460,5/2/2016,3
1460,5/2/2017,3
1460,5/2/2018,5
1460,5/2/2019,3
1461,10/11/2016,3
1461,10/11/2017,3
1461,10/11/2018,3
1461,10/11/2019,3
1462,4/30/2015,2
1462,4/29/2016,3
1462,5/1/2017,2
1462,5/1/2018,2
1462,5/1/2019,3
1464,1/23/2017,3
1464,1/23/2018,3
1464,1/23/2019,3
1465,6/7/2018,4
1465,6/7/2019,3
1466,5/30/2016,3
1466,5/30/2017,3
1466,5/30/2018,2
1466,5/30/2019,3
1467,2/9/2016,5
1467,2/8/2017,3
1467,2/8/2018,2
1467,2/8/2019,3
1469,4/10/2018,3
1469,4/10/2019,3
1470,2/20/2017,4
1470,2/20/2018,4
1470,2/20/2019,2
1471,7/6/2015,4
1471,7/5/2016,2
1471,7/5/2017,4
1471,7/5/2018,4
1471,7/5/2019,2
1474,9/30/2015,3
1474,9/29/2016,4
1474,9/29/2017,3
1474,10/1/2018,4
1474,10/1/2019,3
1475,1/3/2018,4
1475,1/3/2019,4
1476,7/24/2012,3
1476,7/24/2013,3
1476,7/24/2014,2
1476,7/24/2015,3
1476,7/25/2016,3
1476,7/25/2017,2
1476,7/25/2018,4
1476,7/25/2019,3
1477,10/8/2018,5
1477,10/8/2019,3
1478,7/22/2015,4
1478,7/21/2016,3
1478,7/21/2017,4
1478,7/23/2018,3
1479,3/24/2016,4
1479,3/24/2017,3
1479,3/26/2018,3
1479,3/26/2019,3
1480,6/22/2015,3
1480,6/21/2016,2
1480,6/21/2017,3
1480,6/21/2018,3
1480,6/21/2019,5
1482,10/28/2019,3
1483,9/7/2015,2
1483,9/6/2016,4
1483,9/6/2017,3
1483,9/6/2018,3
1483,9/6/2019,4
1485,7/19/2017,4
1485,7/19/2018,4
1485,7/19/2019,3
1487,5/25/1995,5
1487,5/24/1996,4
1487,5/26/1997,4
1487,5/26/1998,3
1487,5/26/1999,5
1487,5/25/2000,5
1487,5/25/2001,3
1487,5/27/2002,3
1487,5/27/2003,4
1487,5/26/2004,4
1487,5/26/2005,2
1487,5/26/2006,4
1487,5/28/2007,4
1487,5/27/2008,3
1487,5/27/2009,4
1487,5/27/2010,3
1487,5/27/2011,2
1487,5/28/2012,4
1487,5/28/2013,4
1487,5/28/2014,2
1487,5/28/2015,4
1487,5/27/2016,2
1487,5/29/2017,3
1487,5/29/2018,3
1489,12/19/2019,5
1490,11/3/2014,3
1490,11/3/2015,2
1490,11/2/2016,3
1490,11/2/2017,3
1490,11/2/2018,3
1490,11/4/2019,3
1491,1/23/2015,3
1491,1/25/2016,5
1491,1/24/2017,3
1491,1/24/2018,2
1491,1/24/2019,5
1492,7/30/2012,2
1492,7/30/2013,2
1492,7/30/2014,3
1492,7/30/2015,4
1492,7/29/2016,3
1492,7/31/2017,3
1492,7/31/2018,3
1492,7/31/2019,4
1494,12/14/2017,4
1494,12/14/2018,2
1495,7/6/2016,3
1495,7/6/2017,4
1495,7/6/2018,4
1496,5/26/2011,3
1496,5/25/2012,2
1496,5/27/2013,3
1496,5/27/2014,3
1496,5/27/2015,3
1496,5/26/2016,2
1496,5/26/2017,4
1496,5/28/2018,3
1496,5/28/2019,3
1499,7/5/2013,3
1499,7/7/2014,4
1499,7/7/2015,5
1499,7/6/2016,3
1499,7/6/2017,3
1499,7/6/2018,4
1500,7/30/2013,5
1500,7/30/2014,4
1500,7/30/2015,5
1500,7/29/2016,3
1500,7/31/2017,5
1500,7/31/2018,2
1500,7/31/2019,4
1501,3/17/2017,3
1501,3/19/2018,3
1501,3/19/2019,4
1502,11/19/2013,3
1502,11/19/2014,3
1502,11/19/2015,4
1502,11/18/2016,3
1502,11/20/2017,3
1502,11/20/2018,3
1503,12/21/2010,3
1503,12/21/2011,3
1503,12/20/2012,3
1503,12/20/2013,3
1503,12/22/2014,3
1503,12/22/2015,3
1503,12/21/2016,4
1503,12/21/2017,4
1503,12/21/2018,3
1503,12/23/2019,4
1504,7/7/2016,1
1504,7/7/2017,4
1504,7/9/2018,4
1504,7/9/2019,3
1507,10/13/2017,3
1507,10/15/2018,4
1507,10/15/2019,4
1508,8/22/2017,3
1508,8/22/2018,4
1508,8/22/2019,2
1509,9/28/2015,3
1509,9/27/2016,2
1509,9/27/2017,4
1509,9/27/2018,3
1509,9/27/2019,3
1510,12/25/2017,2
1510,12/25/2018,3
1510,12/25/2019,4
1511,9/12/2019,3
1512,12/13/2012,4
1512,12/13/2013,4
1512,12/15/2014,3
1512,12/15/2015,4
1512,12/14/2016,2
1512,12/14/2017,3
1512,12/14/2018,3
1513,6/19/2018,4
1513,6/19/2019,4
1514,5/22/2019,5
1516,12/20/2011,5
1516,12/19/2012,2
1516,12/19/2013,3
1516,12/19/2014,3
1516,12/21/2015,4
1516,12/20/2016,3
1516,12/20/2017,2
1516,12/20/2018,4
1516,12/20/2019,4
1517,2/6/2017,3
1517,2/6/2018,3
1517,2/6/2019,3
1518,2/26/2018,5
1518,2/26/2019,2
1520,4/17/2015,3
1520,4/18/2016,4
1520,4/18/2017,4
1520,4/18/2018,3
1522,2/2/2016,2
1522,2/1/2017,4
1522,2/1/2018,3
1522,2/1/2019,5
1523,4/17/2019,2
1524,6/7/2017,4
1524,6/7/2018,3
1524,6/7/2019,2
1525,2/20/2019,3
1526,7/24/2017,3
1526,7/24/2018,3
1526,7/24/2019,4
1527,5/4/2015,3
1527,5/3/2016,4
1527,5/3/2017,3
1527,5/3/2018,3
1528,6/25/2018,2
1528,6/25/2019,2
1529,2/23/2018,4
1529,2/25/2019,5
1530,1/26/2004,3
1530,1/25/2005,3
1530,1/25/2006,3
1530,1/25/2007,5
1530,1/25/2008,3
1530,1/26/2009,3
1530,1/26/2010,3
1530,1/26/2011,3
1530,1/26/2012,3
1530,1/25/2013,2
1530,1/27/2014,3
1530,1/27/2015,3
1530,1/27/2016,3
1530,1/26/2017,3
1530,1/26/2018,4
1530,1/28/2019,3
1531,3/7/2012,4
1531,3/7/2013,3
1531,3/7/2014,2
1531,3/9/2015,4
1531,3/8/2016,2
1531,3/8/2017,2
1531,3/8/2018,3
1531,3/8/2019,3
1532,4/23/2018,4
1532,4/23/2019,3
1533,10/26/2018,4
1533,10/28/2019,3
1534,1/26/2015,2
1534,1/26/2016,3
1534,1/25/2017,3
1534,1/25/2018,2
1534,1/25/2019,2
1536,12/9/2014,2
1536,12/9/2015,4
1536,12/8/2016,3
1536,12/8/2017,4
1536,12/10/2018,4
1536,12/10/2019,4
1537,4/12/2010,3
1537,4/12/2011,3
1537,4/11/2012,3
1537,4/11/2013,2
1537,4/11/2014,3
1537,4/13/2015,5
1537,4/12/2016,3
1537,4/12/2017,2
1537,4/12/2018,3
1537,4/12/2019,2
1540,12/9/2015,4
1540,12/8/2016,4
1540,12/8/2017,3
1540,12/10/2018,5
1541,7/2/2018,4
1541,7/2/2019,2
1542,2/23/2005,3
1542,2/23/2006,2
1542,2/23/2007,3
1542,2/25/2008,4
1542,2/24/2009,3
1542,2/24/2010,3
1542,2/24/2011,3
1542,2/24/2012,3
1542,2/25/2013,3
1542,2/25/2014,3
1542,2/25/2015,2
1542,2/25/2016,2
1542,2/24/2017,2
1542,2/26/2018,3
1542,2/26/2019,4
1544,11/30/2015,4
1544,11/29/2016,3
1544,11/29/2017,4
1544,11/29/2018,3
1544,11/29/2019,5
1545,7/17/2014,3
1545,7/17/2015,3
1545,7/18/2016,4
1545,7/18/2017,4
1545,7/18/2018,3
1545,7/18/2019,4
1548,10/15/2013,3
1548,10/15/2014,4
1548,10/15/2015,3
1548,10/14/2016,3
1548,10/16/2017,4
1548,10/16/2018,3
1549,12/21/2015,3
1549,12/20/2016,2
1549,12/20/2017,4
1549,12/20/2018,4
1550,5/26/2014,3
1550,5/26/2015,4
1550,5/25/2016,3
1550,5/25/2017,4
1550,5/25/2018,4
1550,5/27/2019,3
1551,4/12/2019,3
1552,4/20/2016,2
1552,4/20/2017,2
1552,4/20/2018,3
1552,4/22/2019,2
1553,3/6/2017,2
1553,3/6/2018,5
1553,3/6/2019,4
1554,8/10/2018,3
1554,8/12/2019,3
1555,2/7/2014,2
1555,2/9/2015,5
1555,2/9/2016,3
1555,2/8/2017,4
1555,2/8/2018,3
1555,2/8/2019,4
1556,11/9/2010,4
1556,11/9/2011,3
1556,11/8/2012,3
1556,11/8/2013,4
1556,11/10/2014,4
1556,11/10/2015,3
1556,11/9/2016,3
1556,11/9/2017,4
1556,11/9/2018,2
1556,11/11/2019,2
1557,8/21/2015,3
1557,8/22/2016,2
1557,8/22/2017,3
1557,8/22/2018,3
1557,8/22/2019,3
1558,1/20/2014,4
1558,1/20/2015,2
1558,1/20/2016,2
1558,1/19/2017,4
1558,1/19/2018,3
1558,1/21/2019,3
1559,3/30/2015,3
1559,3/29/2016,5
1559,3/29/2017,3
1559,3/29/2018,3
1559,3/29/2019,4
1560,6/19/2017,2
1560,6/19/2018,3
1560,6/19/2019,3
1561,7/3/2014,4
1561,7/3/2015,2
1561,7/4/2016,3
1561,7/4/2017,5
1561,7/4/2018,4
1561,7/4/2019,3
1563,8/27/2018,4
1563,8/27/2019,4
1564,8/31/2015,3
1564,8/30/2016,3
1564,8/30/2017,3
1564,8/30/2018,3
1564,8/30/2019,4
1565,4/16/2018,3
1565,4/16/2019,4
1566,12/18/2008,3
1566,12/18/2009,4
1566,12/20/2010,4
1566,12/20/2011,4
1566,12/19/2012,3
1566,12/19/2013,3
1566,12/19/2014,3
1566,12/21/2015,4
1566,12/20/2016,3
1566,12/20/2017,3
1566,12/20/2018,4
1568,10/12/2009,3
1568,10/12/2010,3
1568,10/12/2011,3
1568,10/11/2012,4
1568,10/11/2013,2
1568,10/13/2014,4
1568,10/13/2015,4
1568,10/12/2016,5
1568,10/12/2017,5
1568,10/12/2018,5
1569,10/3/2014,3
1569,10/5/2015,4
1569,10/4/2016,3
1569,10/4/2017,5
1569,10/4/2018,4
1569,10/4/2019,4
1570,1/1/2016,4
1570,1/2/2017,3
1570,1/2/2018,4
1570,1/2/2019,3
1571,1/12/2018,5
1571,1/14/2019,3
1572,5/28/2009,4
1572,5/28/2010,1
1572,5/30/2011,3
1572,5/29/2012,4
1572,5/29/2013,4
1572,5/29/2014,4
1572,5/29/2015,3
